,company,name,color,type,ratings,people_review,offer_price,real_price,offer_percent
0,Aroma,NB119B Badshah - 40 Hours Playtime Bluetooth Neck...,Black, In the Ear,4,240115,381,1499,74
1,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Blue, In the Ear,3.9,188519,445,3850,88
2,Aroma,NB119 Titanium - 48 Hours Playtime Bluetooth Neck...,Blue, In the Ear,4,162560,499,2499,80
3,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74
4,Aroma,NB119Pro Belief 48 Hours Playing Time Fast Chargi...,Blue, In the Ear,4,65327,395,1999,80
5,Aroma,NB119 Titanium - 48 Hours Playtime Bluetooth Neck...,Black, In the Ear,4,162560,499,2499,80
6,OnePlus,"Bullets Wireless Z2 with Fast Charge, 30 Hrs Ba...",Magico Black, In the Ear,4.2,506991,1799,2299,21
7,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4,49704,799,4499,82
8,boAt,Rockerz 255 Pro+ /258 Pro+ with ASAP Charge and up...,Navy Blue, In the Ear,4.2,624229,1199,3990,69
9,MASOORI,M19 / M10 / T2 TWS Bluetooth 5.0 Wireless Touch...,Black, True Wireless,3.6,547,499,1299,61
10,Dozokil,High M10 Pro TWS Bluetooth Earbuds Wireless Ear...,Black, True Wireless,3.7,365,488,2499,80
11,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81
12,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Active Black Matte Indi, True Wireless,4,1345614,899,2990,69
13,boAt,"Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...",Active Black  Dark Grey, In the Ear,3.9,112074,1299,2990,56
14,Noise,"Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...",Jet Black, True Wireless,4.1,252983,1299,2999,56
15,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74
16,Noise,"Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Jet Black, True Wireless,4.1,3969,1499,3499,57
17,Portronics,SoundDrum 1 10 W Bluetooth Speaker,Black, Mono Channel,4.3,41689,1099,2499,56
18,Aroma,NB119Pro Belief 48 Hours Playing Time Fast Chargi...,Black  Silver, In the Ear,4,65327,395,1999,80
19,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86
20,Aroma,NB119D Dream 60 Hours Playing Time Fast Charging ...,Black  Silver, In the Ear,4.1,52942,431,2499,82
21,Lichen,B11 Neckband Bluetooth Headset Earphone Sports R...,Blue, In the Ear,3.8,309,299,1599,81
22,ORAIMO,Shark 3 Deep Bass Neckband Bluetooth Headset,Black, In the Ear,4.1,17364,499,2499,80
23,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.8,47151,1099,7999,86
24,Aroma,NB119B Badshah 60 Hours Playing Time Fast Chargin...,Green, In the Ear,4,240115,419,2499,83
25,realme,Buds Wireless 2 Neo with Type-C Fast Charge & Ba...,Black, In the Ear,4.2,286234,1299,2499,48
26,realme,Buds Wireless 2 Neo with Type-C Fast Charge & Ba...,Blue, In the Ear,4.2,286234,1299,2499,48
27,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,6379,799,2599,69
28,Fire-Boltt,Fire Pods Ninja G201 Earbuds TWS IWP HD Call...,Black, True Wireless,4.1,15839,799,3999,80
29,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,327645,1099,2490,55
30,OPPO,Enco Buds 2 with 28 hours Battery life & Deep Nois...,Midnight, True Wireless,4.2,81506,1799,3999,55
31,Boult,"Audio Maverick with Quad Mic ENC, 45ms Low Latenc...",Black, True Wireless,4,7225,1299,4499,71
32,Chitransh,i12 Bluetooth Headset,White, True Wireless,3.9,193,439,999,56
33,Seashot,M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Play...,Black, True Wireless,3.6,5154,639,2999,78
34,divinestar,MUisc dj Advance Design New Arrival TG-162 P...,Blue, 4.1 Channel,3.9,121,1199,4999,76
35,Boult,"Audio X50 with 40Hr Battery, Quad Mic ENC, 45ms U...",White, True Wireless,4,28901,445,2999,85
36,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Green, In the Ear,3.9,188519,999,1990,49
37,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Furious Blue, In the Ear,4.2,124994,299,1999,85
38,U&i,Trendy 24Hrs Battery Backup Bluetooth Neckband with...,Yellow, In the Ear,4.2,20,699,3499,80
39,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72
40,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72
41,Aroma,NB119B Badshah - 40 Hours Playtime Bluetooth Neck...,Black, In the Ear,4,240115,381,1499,74
42,Aroma,NB119 Titanium - 48 Hours Playtime Bluetooth Neck...,Blue, In the Ear,4,162560,499,2499,80
43,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Blue, In the Ear,3.9,188519,445,3850,88
44,Aroma,NB119Pro Belief 48 Hours Playing Time Fast Chargi...,Blue, In the Ear,4,65327,395,1999,80
45,Aroma,NB119 Titanium - 48 Hours Playtime Bluetooth Neck...,Black, In the Ear,4,162560,499,2499,80
46,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74
47,OnePlus,"Bullets Wireless Z2 with Fast Charge, 30 Hrs Ba...",Magico Black, In the Ear,4.2,506991,1799,2299,21
48,boAt,Rockerz 255 Pro+ /258 Pro+ with ASAP Charge and up...,Navy Blue, In the Ear,4.2,624229,1199,3990,69
49,MASOORI,M19 / M10 / T2 TWS Bluetooth 5.0 Wireless Touch...,Black, True Wireless,3.6,547,499,1299,61
50,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81
51,Dozokil,High M10 Pro TWS Bluetooth Earbuds Wireless Ear...,Black, True Wireless,3.7,365,488,2499,80
52,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Active Black Matte Indi, True Wireless,4,1345614,899,2990,69
53,boAt,"Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...",Active Black  Dark Grey, In the Ear,3.9,112074,1299,2990,56
54,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74
55,Noise,"Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...",Jet Black, True Wireless,4.1,252983,1299,2999,56
56,Noise,"Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Jet Black, True Wireless,4.1,3969,1499,3499,57
57,Portronics,SoundDrum 1 10 W Bluetooth Speaker,Black, Mono Channel,4.3,41689,1099,2499,56
58,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86
59,Aroma,NB119Pro Belief 48 Hours Playing Time Fast Chargi...,Black  Silver, In the Ear,4,65327,395,1999,80
60,Aroma,NB119D Dream 60 Hours Playing Time Fast Charging ...,Black  Silver, In the Ear,4.1,52942,431,2499,82
61,Lichen,B11 Neckband Bluetooth Headset Earphone Sports R...,Blue, In the Ear,3.8,309,299,1599,81
62,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,327645,1099,2490,55
63,ORAIMO,Shark 3 Deep Bass Neckband Bluetooth Headset,Black, In the Ear,4.1,17364,499,2499,80
64,Aroma,NB119B Badshah 60 Hours Playing Time Fast Chargin...,Green, In the Ear,4,240115,419,2499,83
65,realme,Buds Wireless 2 Neo with Type-C Fast Charge & Ba...,Blue, In the Ear,4.2,286234,1299,2499,48
66,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,188519,449,3850,88
67,realme,Buds Wireless 2 Neo with Type-C Fast Charge & Ba...,Black, In the Ear,4.2,286234,1299,2499,48
68,Fire-Boltt,Fire Pods Ninja G201 Earbuds TWS IWP HD Call...,Black, True Wireless,4.1,15839,799,3999,80
69,OPPO,Enco Buds 2 with 28 hours Battery life & Deep Nois...,Midnight, True Wireless,4.2,81506,1799,3999,55
70,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,6379,799,2599,69
71,Chitransh,i12 Bluetooth Headset,White, True Wireless,3.9,193,439,999,56
72,Seashot,M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Play...,Black, True Wireless,3.6,5154,639,2999,78
73,divinestar,MUisc dj Advance Design New Arrival TG-162 P...,Blue, 4.1 Channel,3.9,121,546,1999,72
74,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.7,8896,445,2999,85
75,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Green, In the Ear,3.9,188519,999,1990,49
76,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Furious Blue, In the Ear,4.2,124994,299,1999,85
77,U&i,Trendy 24Hrs Battery Backup Bluetooth Neckband with...,Yellow, In the Ear,4.2,20,445,3850,88
78,Aloof,F9 Bluetooth Headset,Black, True Wireless,3.6,211,529,1999,73
79,divinestar,MUSIC DJ Advance Design TG-162 Party Light W...,Black, 4.1 Channel,3.6,22,1799,2299,21
80,OnePlus,Bullets Wireless Z2 Bluetooth Headset,Acoustic Red, In the Ear,4.2,506991,1299,4999,74
81,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,431,2499,82
82,Aroma,NB119D Dream 60 Hours Playing Time Fast Charging ...,Green, In the Ear,4.1,52942,285,999,71
83,KRAZZY,INDIA R3 Bluetooth Headset,Black  Yellow, In the Ear,3.4,1263,419,2499,83
84,Aroma,NB119B Badshah 60 Hours Playing Time Fast Chargin...,Black  Silver, In the Ear,4,240115,799,4499,82
85,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4,49704,419,2499,83
86,Aroma,NB119B Badshah 60 Hours Playing Time Fast Chargin...,Red, In the Ear,4,240115,449,3850,88
87,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,188519,485,1999,75
88,TECHFIRE,Platinum Series Neckband - Low Price Bluetooth...,Blue, In the Ear,3.9,28990,999,5499,81
89,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,1399,3999,65
90,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Raven Black, True Wireless,4.2,308,529,4999,89
91,Earboss,"AIRYPOD TWS EARBUDS, Bass+ 20 H Playtime & Fast...",Black, True Wireless,3.4,14,799,2599,69
92,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Blue, True Wireless,3.7,6379,546,1999,72
93,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,490,5999,91
94,GREE,MATT Tws Wireless Bluetooth Headset With Power Ban...,Black, True Wireless,3.9,814,799,2599,69
95,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,6379,1099,7999,86
96,divinestar,Advance Design TG-162 Party Light With High ...,Black, 4.1 Channel,3.9,121,1199,3990,69
97,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,499,3499,85
98,boAt,Rockerz 255 Pro+ /258 Pro+ with ASAP Charge and up...,Active Black, In the Ear,4.2,624229,1799,2299,21
99,U&i,ProPlus 50 Hrs Battery Backup Bluetooth Neckband wi...,Blue, In the Ear,3.5,26,1299,4999,74
100,OnePlus,Bullets Wireless Z2 Bluetooth Headset,Beam Blue, In the Ear,4.2,506991,1599,2490,35
101,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,299,1999,85
102,boAt,Rockerz 333 Upto 30 Hours Battery Bluetooth Headse...,Cherry Black, In the Ear,4.1,226716,419,2499,83
103,U&i,Trendy 24Hrs Battery Backup Bluetooth Neckband with...,Red, In the Ear,4.2,20,546,1999,72
104,Aroma,NB119B Badshah 60 Hours Playing Time Fast Chargin...,Blue, In the Ear,4,240115,1099,2490,55
105,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,498,1898,73
106,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pearl White, True Wireless,4.1,327645,2999,3299,9
107,Fome,M10 TWS Bluetooth Earbuds Wireless Earbuds Bluetoo...,Black, In the Ear,3.4,130,1099,7999,86
108,OnePlus,Nord Buds 2 True Wireless Earbuds with 25dB Act...,Thunder Gray, True Wireless,4.3,2432,559,1999,72
109,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.8,47151,494,1799,72
110,Aroma,NB140 Dhamaal 24 Hours* Playtime | Deep Bass | Ma...,Black, True Wireless,3.6,871,899,5999,85
111,Fushion,"Earbud White, With (Wireless Charging Case) Blu...",White, True Wireless,3.5,137,1099,2490,55
112,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",Black, True Wireless,3.7,147072,599,6999,91
113,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,327645,499,2850,82
114,SFZ,Mini Bluetooth Speaker Wireless Handsfree Car Bicyc...,Multicolor, Mono Channel,3.9,28990,899,2490,63
115,TECHFIRE,Platinum Series Neckband - Low Price Bluetooth...,Black, In the Ear,4.2,124994,649,2999,78
116,myxes,New Edition TWS M19 Gaming Earbuds Bluetooth 5.0 ...,Black, In the Ear,4.2,56,535,1999,73
117,truke,"BTG Alpha Earbuds with Game Mode, 38H Playtime, 7...",Black, True Wireless,3.9,16564,699,2499,72
118,GAGANDEEP,TWS i12 Bluetooth Wireless Earphone Touch Sen...,Multicolor, True Wireless,3.4,1321,499,2999,83
119,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72
120,Aroma,NB119 Advance 48 Hours Playing Time Fast Charging...,Black  Yellow, In the Ear,4,34492,399,2499,84
121,Aroma,NB120 Tehalka 40 Hours Playing Time Dual Pairing ...,Black  Silver, In the Ear,3.8,134952,346,1499,76
122,boAt,"Rockerz 255 Max with 60 Hours Playback, EQ Modes &...",Stunning Black, In the Ear,4.1,1997,1399,3990,64
123,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72
124,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.9,188519,445,3850,88
125,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,20048,699,1999,65
126,Ucool,80 Hours Playtime Wireless Neckband headphones Ea...,Teal Green, In the Ear,4,11962,599,2499,76
127,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.2,308,1399,3999,65
128,Nexbird,B11 Neckband Truly Wireless Bluetooth 5.0 Headp...,Blue, In the Ear,3.7,186,284,1899,85
129,JVMART,B235 BT SUPER SOUND NECKBAND Bluetooth Headset,Blue, True Wireless,3.9,147764,385,1999,80
130,Boult,"Audio XPods with Mega 13mm Drivers, 20H Battery, ...",Blue, True Wireless,4.1,327645,899,4999,82
131,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,3.6,6182,1099,2490,55
132,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Black, True Wireless,4.2,14276,546,1999,72
133,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,6,1299,4999,74
134,NS,"WORLD Maverix TWS Earbuds, 20H Playtime,IPX5,Bluetoo...",Black, True Wireless,3.9,188519,599,3800,84
135,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,4.2,364,449,3850,88
136,Portronics,Harmonics Z5 Wireless Stereo Neckband Blueto...,Black, In the Ear,4,11877,699,2499,72
137,Aroma,NB119 Diamond - 50 Hours Playtime Bluetooth Neckb...,Black, In the Ear,3.5,26,421,2499,83
138,U&i,ProPlus 50 Hrs Battery Backup Bluetooth Neckband wi...,Black, In the Ear,3.7,8896,499,3499,85
139,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,4.2,124994,546,1999,72
140,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Active Black, In the Ear,4.1,8135,1099,2490,55
141,boAt,Rockerz 255 Arc with ENx Technology and upto 30 Ho...,Cosmos Black, In the Ear,4,49704,1299,2990,56
142,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Red, In the Ear,3.7,6379,799,4499,82
143,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.8,2303,799,2599,69
144,FPX,Buzz 35 Hours Playtime with Deep bass Neckband Head...,Red, True Wireless,3.9,22,399,2499,84
145,GENTLEMOB,Latest Earbuds/Tws/Xpods M10 Buds True wirele...,Support Iphone/Android phones 10hrs playtime, True Wireless,3.5,57,498,1299,61
146,Fome,M10 Earbuds/TWS/buds 5.1 Earbuds with 280H Playtim...,Black, In the Ear,3.8,2551,489,2299,78
147,TECHFIRE,Fire-T10 -48 Hours Playing Time Fast Charging ...,OCEAN  Blue, In the Ear,4.6,9,399,3850,89
148,flying,india Premium TWS L21 True HIFI Bluetooth Earbud...,Black, True Wireless,4,1345614,424,2199,80
149,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Active Black, True Wireless,3.9,147764,899,2990,69
150,Boult,"Audio XPods with Mega 13mm Drivers, 20H Battery, ...",Black, True Wireless,3.9,188519,899,4999,82
151,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Black, In the Ear,3.7,74252,458,3850,88
152,Mivi,DuoPods M30 earbuds with 42 hours of playtime | Ma...,Blue, True Wireless,4,20048,799,2999,73
153,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.9,20871,699,1999,65
154,Aroma,NB119 Jersey - 48 Hours Playtime Fast Charging Wi...,Blue, In the Ear,4.7,81,399,2499,84
155,boAt,"Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...",Royal Blue, In the Ear,3.9,112074,1299,2990,56
156,HOPPUP,"AirDoze M30 with BT 5.3, 30H Playtime, Dual Mic ...",Black  Gold, True Wireless,3.6,536,599,1999,70
157,Mivi,DuoPods M30 earbuds with 42 hours of playtime | Ma...,Black, True Wireless,3.7,74252,799,2999,73
158,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72
159,boAt,Rockerz 333 Upto 30 Hours Battery Bluetooth Headse...,Teal Green, In the Ear,4.1,226716,1599,2490,35
160,realme,Buds Wireless 2S with Dual Device Switching & Ty...,Black  Yellow, In the Ear,4.1,20177,1499,2999,50
161,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Black, In the Ear,3.9,194790,599,2999,80
162,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72
163,Boult,"Audio ProBass Fcharge with 40 hrs Playtime, ENC, ...",Black, In the Ear,4,58276,899,4999,82
164,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Blue, In the Ear,3.9,194790,699,2499,72
165,NOYMI,Wireless Waterproof Bluetooth Neckband earphone w...,Sea-Blue, In the Ear,3.7,135,599,1599,62
166,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4,49704,799,4499,82
167,GREE,"MATT Bluetooth Headst Neckband B11 (Red, In The Ea...",Red, In the Ear,4.1,82,290,999,70
168,truke,"Buds S2 Lite with 48H Playtime, ENC, Made in Indi...",Black, True Wireless,4,12680,899,2999,70
169,truke,"BTG1 Earbuds with Game Mode, 48H Playtime, Quad M...",Black, True Wireless,4,45280,1099,3499,68
170,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74
171,FRISTDOWN,I12 TWS Wireless Earbuds Bluetooth 5.0 Earpho...,White, True Wireless,3.6,230,430,1999,78
172,SHOPLINE,twins Ti7s bluetooth headphone wireless Blueto...,White, True Wireless,3.5,911,429,999,57
173,TXOR,"SENSO V 1.0 TWS EARBUDS, Bass+ 20 H Playtime & Fas...",Metallic White, True Wireless,3.5,3262,573,1299,55
174,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81
175,Fire-Boltt,"Fire Pods Ninja Pro 403 Earbuds TWS, ENC & G...",Black, True Wireless,4.2,7484,1099,5999,81
176,Boult,"Audio XCharge with ENC Mic, 28H Playtime, Ultra-F...",Black, In the Ear,3.8,71799,799,4999,84
177,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Blue  Black  Grey, In the Ear,4,405147,699,3499,80
178,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.2,308,1399,3999,65
179,SHOPLINE,B11 Truly Wireless Bluetooth On Ear Neckband E...,Red, In the Ear,3.3,65,299,999,70
180,Boult,"Audio ProBass Fcharge with 40 hrs Playtime, ENC, ...",Blue, In the Ear,4,58276,899,4999,82
181,Aroma,NB119 Genius - 60 Hours Playtime Fast Charging Wi...,Blue, In the Ear,3.9,16094,431,2999,85
182,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74
183,Aroma,NB119 King 100 Hours Playting Time Fast Charging ...,Blue, In the Ear,4,2144,599,3299,81
184,Ggkart,BM K1 BLACK Bluetooth Headset Pack of 2 Bluetoot...,Black, In the Ear,3.2,336,364,2198,83
185,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.7,3128,499,1499,66
186,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86
